uuid;Fullname;sex;meters;kilogramm
9ea420ad-9e05-4433-86d2-47e9280ec12f;Lotte Jellinghaus;female;1.1;92
7b597441-dced-445c-8f15-c4a2096e829e;Tamino Alexa;male;1.52;142
6d9e455e-8e55-4374-ab1e-bd288c51a542;Yusuf Komoll;male;1.13;114
585a2cf0-5fa6-4498-af65-0a5bb25970d6;Tom Knippel;male;1.7;98
95ea12cf-1705-47c0-a5d3-d77d322154bf;Jette Hudak;female;1.43;125
dbf036bc-b912-4bf3-9671-f95f733baf5d;Keanu Hengmith;male;1.7;158
28923012-d497-4106-b915-65bccb280f44;Veronika Huckestein;female;2.06;74
8fc9c0f0-043c-45ec-ad57-48a85f077957;Ahmad Zandt;male;2.19;102
b1b572f7-90d7-4ee8-b6dc-871dead7c281;Ina Duma;female;1.44;76
63e11309-b01a-4ccc-afeb-0de0f398407c;Letizia Klinger;female;2.18;147
a849e76f-568a-445e-834e-cd2f572a7115;Malin Kampf;female;1.48;137
cd69ee00-d949-4fe9-9bf5-a16581d2b358;Luka Knorscheidt;male;1;129
e80a4fdd-33f7-491d-b5f3-04141dbcb611;Johann Astafei;male;1.14;54
05efd83a-8b3a-418b-944d-351104c3143a;Björn Haferkamp;male;1.57;44
33f21ff6-4a87-4a63-ae91-60e90dc9ece2;Elina Viellehner;female;1.45;155
f7d4e4f6-8f35-4120-92cd-d4d7609a5627;Kimi Sürth;male;1.09;109
0cb3caee-417a-446d-8960-a97721aa5e7b;Merve Keutel;female;1.75;52
265e09ea-ae10-4dc1-9874-f2686eb535b0;Svea Schlechtweg;female;2.07;68
9ce858d5-12f1-4466-8bfe-1d2013a978e4;Meike Borsch;female;1.75;77
36ff82fe-8b07-4ae7-bef7-43c962c2ca98;Leo Dix;male;1.75;78
74d07732-26bb-479c-a729-7f69509bf1ac;Finn Jürgens;male;2.25;36
124f9d7c-c8d8-40b5-930d-0c788729f07e;Joris Bozsik;male;1.22;82
3ad31498-9d38-4f75-a4bd-3380de389c48;Mariam Reimann;female;1.92;79
40b2f95e-59e5-4dba-8775-c9ff27d7bf1a;Eva Jucken;female;1.56;168
f3c4bc74-b514-4722-9879-4207d36689d2;Mark Wichmann;male;1.47;115
a4eb40a0-4898-4ad6-9acb-270426f24b4b;Ilayda Tschirch;female;2.02;95
afdd8ad7-0e3c-450c-8b45-9182a8003bc2;Juri Münch;male;1.41;40
fddaf849-34de-4457-89dc-91b978758163;Annabelle Pfersich;female;1.09;142
6c78201b-22fc-4225-8850-1d5b4b24d624;Morten Brüggmann;male;1.98;40
24b2b718-fc12-45a8-8532-0960c7f460f0;Alyssa Sinnhuber;female;1.11;97
b0d9de6a-d8ec-4bcb-a928-72855b1b3447;Oke Schäffer;male;1.8;141
484a64e7-31c1-4824-a920-fa3efd62228b;Caspar Grosskopf;male;1.8;52
469611f3-d4ef-498a-88a5-9a9f2ab9450a;Tobias Klabuhn;male;1.64;116
8320781b-d11f-43cb-a297-88028e8ce738;Dr. Torben Zeyen;male;2.2;103
b4351c19-0e7e-4206-beb2-4deabc626b88;Janne Jellinghaus;male;1.16;109
9ca5615f-3060-4deb-a7b4-4959cc44968c;Ole Bosler;male;2.33;111
00f05ebc-0798-41dc-8c8f-99529a6a737f;Prof. Dr. Jamie Hasse;male;1.32;46
fd38d63d-5a1c-432e-b640-248181389fd7;Lian Schacht;male;1.7;92
a35027af-d25d-4ba3-a62f-df86de5bd737;Romeo Senkel;male;2.35;71
f030014e-4a99-4200-9212-0d21fa5687f5;Koray Höcke;male;1.09;40
9e21712d-fea5-4a48-8dac-81edf1e1b4dc;Marlena Leo;female;1.41;119
ef27bb66-6d43-4e58-b6db-7716e3dadc15;Lavinia Griem;female;1.54;102
ac99fdc5-2387-4fe2-81d2-76b2681073e3;Mila Teichmann;female;1.11;37
63b81d3f-cc8a-4a09-a649-ac7daee5538a;Frau Angela Ganzmann;female;2.03;120
40854b70-ae47-45e5-a8ec-80ba1d13040b;Linda Stepanov;female;1.89;156
aa186cf0-a302-4271-ab4b-0e2003697ad7;Tjark Bouschen;male;1.25;120
67c716d6-fbcf-45e8-a9b1-37f34144a130;Amira Dold;female;1.01;56
fd884316-7249-430f-8901-a317f07fe794;Alexandra Hoffman;female;2.04;66
ec0c9bfa-22f3-4ad2-807d-554cc52b35c0;Dominic Holtfreter;male;1.86;157
caf8105e-9244-4cf7-bbf8-7f810027632b;Jamal Bauschke;male;1.82;82
357f5f44-0ee4-402c-90a6-e904d01521bc;Svea Marl;female;1.55;100
92376988-600c-497a-9442-4f66b0ba6550;Matti Amberg;male;2.03;93
d4b8149b-9603-4740-966e-905089fa16a6;Prof. Dr. Konrad Haack;male;2.28;74
d91a1c73-cc88-4e45-af4c-12f90c336098;Kevin Hellmann;male;1.09;64
92d45c16-d0d0-4618-8311-17ed2a77941a;Antonio Hilgendorf;male;1.23;159
61fef0d5-9a53-41db-9081-e118a275fcb7;Lucia Brettschneider;female;1.09;108
5b6edd1e-49ef-4fa1-bdeb-d4a930efaa9b;Dylan Beck;male;1.81;44
80d5b077-7fcb-46f9-8811-c37757cf761f;Joana Keller;female;1.91;116
ac393bfe-c254-489f-b8d7-adf89d38364e;Eliana Amberg;female;1.68;106
6d40afce-3628-4596-a86e-d65a0de52e8d;Emirhan Bouschen;male;1.62;81
e01b9fec-6290-4521-b242-235d88e45b30;Prof. Dr. Frida Krol;female;1.29;145
4c6ab85d-1d89-4497-b9fd-756b571353d8;Hannes Döring;male;2.13;136
9b69b827-6741-41ee-aa31-9ab06bde4e74;Onur Elbe;male;2.29;81
ac4c9c3f-77a8-4ea0-8150-d2fe6b094a1c;Anne Christ;female;2.15;97
5953cc49-c503-4ed5-ac61-ff5d2c6960ea;Juliana Broening;female;1.16;115
63f79291-63ed-41d0-bda1-9edccb71d486;Koray Koleiski;male;2.27;164
919dac75-6ce8-4b5c-8e8f-efbaece4ccf8;Malia Lobinger;female;1.03;164
793aede8-80a6-4d84-8983-4b68cf0b9cb9;Prof. Dr. Nico Bozsik;male;1.69;153
c5e377db-fb57-455e-91d9-a7fd83940b5b;Sean Koehl;male;2.07;96
ec46838e-87c3-4afd-bf89-2aef4fb8daf0;Frau Cara Grundmann;female;2.09;136
fe577940-8345-4312-bc11-dc3644bc38fd;Eddy Hackelbusch;male;1.57;165
1cd5b4ba-f7e4-4509-8cdb-88f30f5820ea;Murat Dieckmann;male;1.85;71
63e5a465-d075-48b1-806e-f0110e1364a0;Zoey Wilhelm;female;1.45;57
b56f25bd-fb0f-4a20-ae0a-60fab729e59f;Niels Elss;male;1.74;73
eeb3e324-8e88-498e-b292-4ee2333482c6;Angelique Kalinowski;female;1.79;110
ffabd003-ec39-4410-8ae0-f12431030a37;Cassandra Sören;female;1.51;140
82472e52-6963-439c-adca-e63ae4c8019e;Helene Pflieger;female;1.34;58
37f5d639-aeab-4898-903e-9955c3450c76;Katrin Roth;female;1.78;102
4e641abf-6529-4592-8ace-c5c3d0422940;Taha Zapletal;male;1.12;55
26eafb97-9b32-4d90-9793-6d900a8fba24;Ceylin Tuschmo;female;1.98;150
79c07337-7dc7-453d-9b7b-02d0208309e0;Fine Metzger;female;2.15;131
c6f9b1bf-dd0b-4a7e-a0d7-6bd56f89ca67;Mina Gutowicz;female;2.22;36
c7b53475-6bf0-4f7d-a4d7-913d0e191850;Malina Sladek;female;1.44;143
13f25b80-d5a6-4cb5-b78f-3007509f1551;Sophia Ringel;female;1.8;148
7df52fff-470d-4245-90a8-c877cc96a773;Frau Evelyn Kleinert;female;1.13;144
ac2c0ca4-9eb0-4182-834f-66dddf057da7;Elly Baumeister;female;1.78;79
0992134c-ac99-449b-a234-4d5c11de118a;Lisann Jahnke;female;1.95;65
b4d944ac-9844-415f-a7e4-901f30efc213;Ariane Blochwitz;female;2.07;143
5e3550ee-6736-4b06-8248-6e4630ab4cd7;Collien Grosser;female;1.76;162
00afbfde-7922-44b8-bcf1-258cb78c0ea2;Defne Jaros;female;1.27;120
cd1f553c-ed3e-4f49-8582-12be593c998a;Merve Huls;female;1.72;109
4b56c5a6-fd13-46a9-9909-6dc8c16ba778;Sina Anding;female;2.09;82
08d89d58-465a-4254-8398-21eec4853f20;Alma Freisen;female;2.27;127
ff5548d4-489a-4a9d-aba2-cebf9c6e9ffd;Aurelia Lang;female;1.72;48
fecba88a-fe72-414e-a769-7df48e12c578;Darleen Schötz;female;2.03;101
bd2ad8f1-9c44-49d9-bb49-242bf88ab668;Alina Kuprion;female;2.23;166
1bdd0957-4927-4234-9fec-48f269f7575a;Lenya Kúhnert;female;1.68;51
7caa49c3-d4ab-4897-8b2a-cb07e3060432;Fiete Bogenrieder;male;1.53;53
a6fc4b79-2d2c-47cc-a624-0f66decb931b;Sophia Lokar;female;1.53;158
865fafb6-a33d-4c55-a886-a67b772e5e48;Prof. Dr. Loreen Riedel;female;1.09;110
3b32ffc3-03e9-415d-a2d6-ff46ac54fb33;Can Elbe;male;1.05;155
802daf75-7cfd-49db-a961-afa803e6117a;Titus Holzdeppe;male;1.24;112
e5eecef4-c456-44f2-9e92-b883e3a03a9e;Finlay Herrmann;male;1.25;37
03182941-96b0-4aa0-aa3b-bd9fd634dc2f;Aliya Freigang;female;1.58;69
026c5419-d582-422f-9039-f42240acc3c8;Thomas Grüner;male;1.07;72
256a5d43-c346-4353-bd7b-d27e5da9fcf4;Veronika Tremmel;female;1.16;160
41d603f0-3c56-4311-8626-e904f45d0e88;Nikita Battke;male;2.19;46
8ce099cb-7a54-44b8-bad7-4fd1054dc8e2;Merle Kleininger;female;2.22;118
9b5479bd-e7a8-4dc8-a64c-30968015a408;Mara Krueger;female;1.8;122
a378484d-d1df-4a3b-aca5-06cb07e9bbda;Dr. Jan Rupprecht;male;2.22;116
6ca63798-e34c-48e5-93ff-b9212c887754;Magnus Hugo;male;2.14;113
c12a4851-700f-45dc-ba38-a31ecb42a9d3;Robin Blaschek;male;1.15;123
efed756a-a22b-4e75-a98f-82a8a06f49e9;Lara Kluwe;female;2.13;151
894961ae-74a0-441f-be7f-1e218ef58985;Levin Steigauf;male;1.73;101
3bd5415d-770d-4542-9acd-595946e7f764;Mila Konieczny;female;1.48;93
b1863b4e-eb9b-4a8f-bb30-d4652795b772;Azra Moedl;female;1.09;111
abbac7c1-09b6-4bdc-9e37-b3f0f6b2a4ff;Dr. Thalea Drews;female;2.05;152
5dd5b6bb-f3bc-4619-9042-e8539daec7c7;Vivien Jung;female;2.2;139
e2a9d950-1dba-4bf1-aab7-d495e663942b;Brian Kopf;male;1.18;133
7bf06dce-d314-44ce-81ba-19680a2d2b41;Madita Zipse;female;2.07;81
3e3e5a78-1d5e-4a87-8a2c-6bb717622f15;Nathalie Hort;female;1.84;165
149ccee9-7b01-4e0e-ac17-74c97ffee6f2;Kimi Kummle;male;1.28;53
4575b48d-1c5f-4d16-97c5-f204bd011d02;Louis Bienias;male;2.05;96
f035c574-139a-4713-91e1-43b247b389cd;Noel Brettschneider;male;1.66;60
6fd64639-14ed-40d0-8b8d-613a114d1911;Jolie Helpling;female;1.63;149
1e163ad3-df43-4a38-b8c4-5be7189c0061;Emre Lauinger;male;1.44;38
be054cb2-720b-4b0b-a331-198efeca9d6f;Victoria Koubaa;female;1.87;139
65dc545c-cb7f-47d4-be4a-ef815fc85103;Maike Rohländer;female;1.27;101
c03412aa-fec6-47b3-977e-03b53541219e;Gian Finke;male;1.37;142
6bc06151-75e1-456b-997b-25b98f66a324;Zoe Ender;female;1.98;35
acd9d35c-b568-4e04-a08f-c8669f130157;Damien Banse;male;1.62;42
6244cb70-5e5b-4531-b81e-9016a5fac1b0;Dr. Keanu Wichmann;male;2.17;156
05c76c3a-b1d8-4fce-b334-c68d4c02818d;Catrin Deckert;female;2;95
d177a2da-1fee-44b7-b0a5-1482aef4dc91;Levke Reusse;female;1.8;129
99af345b-8adb-4c94-b1b2-c00363e7dff5;Andre Arens;male;1.02;99
cd710dca-2c0b-46df-908c-31187069f72a;Cem Pflieger;male;2.22;63
f6b2e1ba-cf26-49ea-bd81-0844ae124822;Martha Schumacher;female;1.89;94
bcadc94d-b90f-47fb-896f-fddca15bf1c3;Henning Zeyen;male;2.32;147
1d8c9923-a79a-4110-962a-5d6ef2e3585e;Julina Jamrozy;female;1.32;150
0b181066-ec92-458f-8a44-71ba980e2e8d;Merve Ritschel;female;2.14;138
3e638ae4-65e7-432e-99d2-7931c78500a4;Jean Nagel;male;1.41;106
2338783a-9ea9-434e-8ac2-950340391f8e;Linn Kick;female;1.01;100
1bb62f39-235b-4dac-98ac-b0d9eb0449fd;Dr. Elaine Eberhardt;female;1.47;97
30524b0a-295c-4ead-ac8c-a9ff7b11514e;Ibrahim Mächtig;male;2.15;55
9868461d-3daa-4f94-9ddc-3d876138f77f;Juna Löwa;female;1.75;161
46951190-856f-463b-8fcb-88fcbef3aed4;Malina Krauel;female;1.91;85
8d921213-ca92-49c4-b4d3-9089a7856529;Yasin Busemann;male;2.05;144
0dbf65ff-ed55-4891-aba0-4347567dc068;Arvid Dittmar;male;1.05;102
c7229edb-5832-4e98-9686-c4873d131041;Leonora Plautz;female;1.46;94
2fc3dfe2-b742-4dfb-aa83-1ec3950720b7;Esma Haferkamp;female;2.31;116
4cca048b-d190-4910-af3f-316f47038dcb;Helene Reppin;female;2.02;68
16b6bfb4-7a1a-47a8-83e2-1a929d1607cf;Frau Ela Hengmith;female;2.07;160
da4f92d6-cc32-465f-8307-3feda1fe7d5b;Adam Jess;male;1.63;58
4d3200d4-6f54-4250-9ca4-b9cc2e3c5ffe;Maira Heinze;female;1.31;81
ab0c6eea-1932-4f05-b016-f0bb7ac37395;Patrick Zuber;male;1.11;104
9f467db4-7ac4-45e9-98db-60c4128a0bb3;Miriam Aigner;female;1.66;40
24ed0226-cd0d-4b86-afa4-c6ab98e4c349;Prof. Dr. Yven Pfeiffer;male;2.32;106
1adee584-d58a-4fa7-97a5-f974fe757145;Prof. Dr. Lindsay Langfeld;female;2.34;163
e8004ebb-2f41-4ff0-ab71-bd77db8e97fc;Frau Leann Metzner;female;1.92;35
dd88cff3-b66f-4d84-9c05-dafadbd217ec;Mohammed Ade;male;1.68;142
bf97939d-379e-4d44-8e31-a704cb17600d;Lena Zümsande;female;2.03;156
7fe4040d-3087-4694-9259-9b03f40adc24;Anthony Sürth;male;2.09;72
e5de8277-4194-4b3a-95c5-0d35c8813a6e;Francesco Kempe;male;1.62;60
71f94a2a-286e-43d8-8f34-0ebb8b1bbd61;Herr Marius Becker;male;1.85;158
12ba5e25-35ac-40e7-941b-a92207cb9273;Ömer Krippner;male;2.28;116
2fb521ee-85ac-4986-948e-578e95f5f2f7;Tamina Kaczmarek;female;1.3;131
fdbaf52f-7804-4d64-918e-70ffd3f2d912;Dina Kobs;female;1.03;71
ca4b029e-c5b0-4783-9b1c-b217b4026258;Jenny Hadfield;female;1.35;153
a5c3b859-274a-4ba3-bc91-7394595e0235;Betty Arndt;female;2.15;109
6f5de246-c2af-4918-8f51-5cfa27a26c43;Kimberly Koczulla;female;1.31;98
ad607136-aacf-4078-b272-e7caf8e82736;Immanuel Buschbaum;male;1.02;109
3a224a05-8015-44fd-bb09-0b7c53c15d12;Oskar Horna;male;1.9;135
b0025971-a2f2-4a79-9b71-b74a81bb64c2;Thea Schwarzer;female;1.6;149
e6e2eff2-5d5e-466c-9e7e-33ed553013f0;Inka Gerhardt;female;1.71;53
4d2b2dd4-fa17-46df-bc0e-bcb54854236f;Lucien Uhrig;male;1.2;75
92a51ae1-f323-45b1-bfca-c2b18b11c494;Robert Osenberg;male;2.18;91
b89eb1ce-70b7-4424-b8b6-f2455eb74e1b;Finja Rosenthal;female;2.34;92
3d20e266-2ad1-48fe-bb11-0c0584913c8b;Bilal Grün;male;2.23;119
540ba214-1297-422a-b4b5-7efbf95c532e;Titus Gamper;male;1.45;134
d20ece5d-8ab7-4c38-8a4f-a34f83ad4c3b;Laura Wiechmann;female;1.73;122
d8d171b8-2247-4316-b32d-f55eeb372704;Frau Elif Norris;female;1.91;170
17a3694a-9fdb-429b-8573-3fb5fa336db9;Torben Humbert;male;2.05;120
4b3b5c30-114e-449d-bd64-81509f4d3e00;Loreen Kausemann;female;1.5;120
b4f45ecf-1e7b-4409-97be-39dd599e0cb9;Albert Tucholke;male;1.17;94
61bceb74-dc49-4ab1-a434-5aaebe04327e;Nadine Dreher;female;1.65;120
fd045f30-e4ee-42c2-b29a-d9ae1c933e8d;Marlene Hilgendorf;female;1.95;135
d353d069-77f5-4363-a267-dcc70d104f68;Theodor Birkemeyer;male;2.32;55
e70fa2d0-48c8-436e-99bb-f9049df3582c;Lisanne Dauth;female;1.37;78
8eb79618-c923-43d4-b593-0091c448ba9b;Titus Diedrich;male;1.28;130
1ed83eda-d95a-4f19-8707-946d5b99e6ad;Tamina Tiedtke;female;1.46;102
a658d4f7-689a-4252-a436-322d547d4763;Simon Gröss;male;1.77;59
3e1e7aee-3cd9-45ae-818c-5ea2defbcfb5;Christina Ruckdeschel;female;1.36;70
d1a8b6b8-a85a-4f88-b7f9-0c8ada27f3bf;Timon Molzan;male;1.3;111
ed9ca98a-e0ce-4887-95ea-1a844f03f621;Jennifer Kohrt;female;1.62;105
7c63cabd-1ac7-4c24-ba43-86a90201c70c;Maxim Schmalzle;male;1.53;88
f050c1fe-26fc-42c7-bfda-c257d5a55856;Lili Preuk;female;1.04;140
c4b1866f-25be-42ea-a317-c29ca337ec4f;Herr Yven Delonge;male;1.05;76
a764ec58-821a-4b07-a3cf-6768a2e782e2;Lilli Grosskopf;female;1.81;90
04f17ddf-a28f-4b86-b951-b13694066f76;Joanna Reichel;female;1.19;39
3af46201-141f-44b5-af4d-d338fbe8f08b;Cem Krauspe;male;2.27;57
3459f2e5-f0c5-4cc6-9a9e-808713536dba;Finlay Berning;male;1.66;101
d2dc31da-766d-470c-87af-28d601a8874a;Jasmin Kalinowski;female;1.56;52
a76bd98b-9f4a-48de-9b40-ef5ce5ecb825;Ricardo Bremer;male;1.02;136
5c6bf6a8-28ab-476d-bfa8-660d0a6603f9;Lukas Kumbernuss;male;1.96;148
f8f0373a-bb5d-4907-89ec-6c3833c9cab6;Marcel Schlachter;male;1.68;66
90e455aa-3377-4247-844e-e949b01539c7;Juna Dautzenberg;female;1.73;143
2981052a-2059-4bbb-bcfa-d29be6d4294a;Jill Brinkmann;female;2.26;143
33301c14-71ae-48ea-acd6-b2f1960d4c7e;Prof. Dr. Joseph Kohrt;male;2.27;69
0304de47-56d5-4ff7-bfbc-97ce7ed78abc;Quentin Kumbernuss;male;1.45;46
10f8aa69-35ea-4a7a-a6e0-8c1043c0b8d9;Caspar Schuermann;male;1.33;60
aba526a4-7875-4287-bbe7-7bf38f16b90e;Loreen Blank;female;1.19;116
f8bf0434-5c1f-41f3-82e2-8b34d9e8ca01;Herr Mohamed Voigt;male;1.95;147
fdbc8846-1b51-4855-9883-3ccf93d30d11;Herr Henrick Grube;male;1.87;90
0e6a349b-9347-4b27-9087-919adfdaa131;Valeria Assmus;female;1.66;69
7a4c85b0-f0ea-4161-831c-70ad8c9215d8;Madita Pinnock;female;1.28;138
33144b25-4e4f-4167-8660-2cb09f049669;Gerrit Moormann;male;1.83;56
23b365c6-9d3e-4f0d-b467-bcca0e9d172b;Markus Effler;male;2.17;52
1f01ec6c-1cad-4af7-b65a-c9943a4c0392;Burak Scherbarth;male;2.34;146
fe82ce1e-da27-441f-949d-7a63c7c4ab7c;Andrea Skibicki;female;1.4;119
f152ac66-5d8a-4dcc-acfa-e40a3e4c86a5;Sandro Frantz;male;1.05;162
b5deb48a-a8a8-4d03-845f-5132c4f924c9;Berat Gebhardt;male;2.09;53
a5bf3af8-9498-4568-ba62-0b82c57a0cb6;Prof. Dr. Patrice Boxhammer;male;1.39;37
20394552-e8fb-420e-aa07-c7004a4aae1f;Vivien Kúhnert;female;2.13;125
665d0d86-f35b-423b-87ef-b720fefeac46;Theodor Menne;male;2.32;73
366cdbe8-f91d-4983-80be-44b88cf8874d;Asya Leimbach;female;1.01;81
b6acb279-1826-409c-bd12-914cca29f2f2;Nela Thimm;female;1.72;127
60196560-6bf8-4a6c-a745-989bda45ea3c;Mattes Hauke;male;2.14;79
9c6baa38-5d73-49ae-a6fd-5282032acc9e;Marian Lamos;male;1.42;161
d992da76-258e-457e-9361-a9f13b57e5f5;Ivonne Pitschugin;female;1.66;126
9b382e46-907f-4b13-9e74-0728f6f2e3d9;Maryam Kass;female;1.14;68
d752d543-e091-4605-b28b-77c1343ff3dc;Matti Dück;male;1.94;84
b87e9827-c1c5-4efa-b3cb-f57bd74f8b47;Emir Grimm;male;1.98;115
10c01c85-0ff0-4442-a02c-af99f3e03050;Luka Horna;female;1.8;36
5fc59a13-d1ed-4b32-bc26-acd03dc810d5;Ariane Arens;female;1.92;146
8921d0ee-e6a2-4d54-b3c5-fa6ca967c299;Nelson Holtfreter;male;1.85;105
5d8b9692-2216-449a-8893-d1f50bde20de;Umut Mauroff;male;1.75;152
ab85265a-82ec-4bda-ab1a-d8507349b21e;Anne Krueger;female;1.28;121
bb66d6d1-2020-4297-8d88-569c16c2fa0f;Nicolai Margis;male;1.85;77
75fef8fa-b154-4393-b022-523ad98c7946;Malte Buchrucker;male;2.19;136
626c70e0-14c8-48e6-b4de-bce28f89e65d;Frau Linda Moedl;female;1.69;145
d29edf1f-7e62-4247-b744-bfae85257515;Evelyn Zekl;female;1.01;166
2b599239-867b-4071-a99d-217e735dfda7;Dr. Max Niklaus;male;2.35;160
a6ca46fb-251f-4c26-85b3-c3699bd7d5eb;Marla Axmann;female;1.38;86
2501d528-a789-4a91-8c00-57eaf90e4213;Jarne Naubert;male;2.1;66
fa64528c-d5bb-4477-806c-9f3044297782;Marah Strogies;female;1.87;112
7fd1b266-c358-493b-98b6-5dc889826cfe;Manuel Thust;male;1.56;141
d8f923a1-69af-433a-ac8b-8c1103ce7f50;Darius Hooss;male;1.29;155
d588aa98-23e4-4984-9708-7461ebb5b6b2;Dana Hadfield;female;1.76;103
4b49d8df-9e87-4950-b0ec-f1d74fb63600;Defne Damaske;female;2;129
a40e8dae-aeda-47ee-8ded-e4b1a970c6ea;Matteo Nastvogel;male;2.26;37
590252fd-3a68-42c5-82f6-c2ad653c5be3;Marko Kuhnen;male;2.22;56
d3990ef0-bc9c-451f-a591-c724af7fb9f7;Adrian Mikitenko;male;1.38;155
6a5e9f61-1894-4b1e-b51d-9ce296f59bc7;Joelle Goebel;female;2.34;118
0d33aec5-1da7-4186-96bc-7f98f44bc154;Sarah Dück;female;1.34;66
bf392a6f-66a2-47b6-83e8-f88cb408aa3c;Jesse Logsch;male;2.27;130
a3c88a60-72c1-4763-996a-dd4d57d6647d;Thore Wujak;male;2.1;59
fe725407-3dce-4dda-b4b2-2dae911dee28;Abigail Kazmarek;female;2.1;76
03fdf56e-217a-401d-8abe-abb1ba936d41;Tanja Jakubczyk;female;2.18;130
cebc24db-13f8-44ca-8134-aea6cf22468b;Berat Conrad;male;1.38;51
9a7c1949-78ee-4b3c-aec2-b6793d016051;Lilith Reumann;female;1.52;110
8f6f6020-9c9c-443a-a116-01b1123d0867;Michel Moser;male;1.88;120
90df6dc3-9191-4662-aa3d-d53842e303ac;Frau Zoey Hohl;female;1.48;77
fd843d0f-dcd5-4388-99b0-0273ffe4074a;Elanur Ne;female;1.55;109
b345ea5d-5412-46f2-bd7b-90d0c4dbedd6;Dr. Fynn Saile;male;2.04;141
6627600d-8959-4ee6-9695-54541efe5a4b;Bruno Hohn;male;2.15;147
1847c1c0-6361-4ddb-bae3-23cfa04d12f3;Torben Kiessling;male;1.35;37
01082207-f646-46d7-8099-e0ed12911111;Lenny Zuber;male;1.21;110
04a1c62d-702a-4da1-86ce-785c7f318619;Alina Mues;female;1.45;107
e92d518f-7a3f-48bb-ab87-e241f4a95340;Lucienne Roloff;female;2.31;41
3b46d505-da7d-4940-95b7-ca493ef2f96a;Mohammed Fitschen;male;2.14;109
c5a2a023-3cd7-48e0-be13-90d948ab6977;Lya Jossa;female;2.08;53
38b24904-687a-4611-b9be-0f05631a64b9;Yasmin Haaf;female;1.35;118
b7e394c5-c6fb-430c-85f0-bfbd809c636c;Frau Marlene Spöttel;female;1.81;135
80d54587-04f9-4ea3-bbec-fe97ca13d6b4;Dr. Mustafa Balcer;male;1.74;64
8cda87b5-1659-44ae-9eb0-a199fc911f80;Sabrina Hoppe;female;1.26;155
5c2caed2-cf50-4d82-99e6-8d566edc4d1b;Vivienne Strausa;female;2.19;47
09488343-41bc-43a7-a79b-6cc8236b61e3;Leroy Schwatlo;male;1.55;99
b410e330-0c5a-42cc-a7e8-ab41489b0296;Nelson Pfingsten;male;2.06;148
a3c21d0a-12f2-4f66-b015-5095f331c1b4;Dr. Tyler Nagel;male;2.24;57
9fc5828a-dbb1-47a0-a2ed-8b98fc1a1e25;Matti Schrader;male;1.61;74
723cbc6c-1927-48ef-8fb8-4f5a284761ec;Herr Baran Lg;male;2.32;36
01037259-466b-4d3a-bc88-44c7d0abd735;Luiz Rhoden;male;2.28;88
09629aa2-0ced-4f0c-8711-474288793d5c;Prof. Dr. Lukas Donie;male;2.17;123
85b3f0b8-0d15-48ee-a332-ba2ab043aef4;Sabrina Naumann;female;1.26;57
8c347457-ef31-4e3c-b0a2-47326c9c5c03;Stina Edorh;female;2.32;117
1a50aa9f-74e2-4014-9541-58f76d167a15;Ayleen Tepper;female;2.06;135
55c81055-c2aa-454e-ac56-360e82345a6e;Lino Schönbeck;male;1.36;154
0705a40b-3a6e-488b-91f3-6ebb5cb654d1;Liz Tillack;female;1.7;130
3c3cb32e-4e25-446d-b9db-6a0dd21cb363;Eda Hessek;female;2.28;68
a2d48194-6144-41b6-8517-c18311668cf7;Prof. Dr. Sophie Niedermeier;female;1.94;143
a0a8ec34-28d6-4612-be72-66dc2cd881ed;Mirco Leiwesmeier;male;2.32;91
7840f9c5-c1ff-4a3c-bf63-92e508cdbf7e;Nora Fitschen;female;2.04;166
a59c7b5d-8cca-4ea0-b34d-7331ea0a568c;Carla Reichel;female;1.8;35
b61a221e-7fdc-434c-942d-cf16e9352547;Jaron Kresse;male;2.27;66
c0b4e6df-7c9c-4012-a906-938ab364b81e;Alisa Fleischmann;female;2.09;83
d300ab60-8ce3-4fda-9a2c-eb5fa2be5598;Medina Kähler;female;1.19;75
5f0d22ea-dd10-4b7f-bfe4-dd458b21aad0;Arthur Grams;male;2.28;112
b060e67f-bbe5-4b6c-9ee5-f998f63a5632;Taylor Fenske;male;1.38;136
daebe947-fd4e-4c9b-99a7-76ce8d93bc19;Lisanne Kühnel;female;1.22;140
93ef43ca-c688-464e-a3ea-9f873a26ddfd;Dustin Burmeister;male;2.04;120
ab044c31-5485-4ef1-9ba7-c1f1caff2c39;Kalle Weiss;male;1.95;93
47530feb-0898-449a-ac3a-8e2403a9bd7b;Larissa Gerhardt;female;1.59;153
854d1a82-e50e-4249-9ac0-c30df50c8b4c;Alica Schwarzkopf;female;1.04;42
b6671d0b-5e69-4087-8412-fe480279a03e;Frau Melike Marschek;female;1.2;159
c71cb9e6-f7b0-46f1-97a6-461d57fe47bb;Dr. Melvin Sievers;male;1.45;38
88e57c2c-7356-4f6f-b259-2136fcdefe4d;Zoé Giesa;female;1.58;51
1bff53f5-1a91-4218-b3e9-e51ea658d536;Aimee Schwartz;female;1.07;161
b1f22e2e-5517-4adf-bacc-d931decd3a69;Jeremie Schott;male;1.72;144
d68feec7-29d5-4b8d-bee3-7e69efc04d7b;Artur Edorh;male;1.59;145
6cdb7c56-88ab-4461-ba15-e96fab2cbc8e;Mirac Rohrer;male;1.78;53
381ec09f-79b5-4b9e-91ef-4d03521aa167;Marko Oeser;male;1.39;124
